customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST00190,53.0,Female,North,Graduate,Self-Employed,256362.8861049609,81539.9770920231,Education,684.1420739046405,3,49,13.970307450314767,2019-08-14,0
CUST00191,,Male,North,Primary,Salaried,148354.32421578892,83437.90284813684,Car,590.0490080044106,3,84,31.389536231946312,2019-04-09,0
CUST00192,62.0,Female,West,Graduate,Unemployed,90926.1307939151,270011.3349551651,Business,625.2550069198394,7,43,18.39391703481424,2022-09-05,0
CUST00193,37.0,Other,West,Secondary,Self-Employed,72284.29588693866,67436.24624585449,Business,706.931248537866,0,49,24.961874692510655,2017-05-12,1
CUST00194,35.0,Male,East,Graduate,Salaried,80455.15871366282,138720.059488727,Other,610.0685741140752,3,82,42.24753556290305,2018-08-04,0
CUST00195,22.0,Male,South,Primary,,127642.67217557825,96320.5291669542,Business,651.7709188304965,5,85,9.58799130081746,2023-06-02,1
CUST00196,53.0,,South,Post-Graduate,Salaried,103393.1403276578,133087.84179340166,Other,608.9644664680844,3,144,24.20272352711839,2026-01-03,1
CUST00197,42.0,Female,East,Post-Graduate,Salaried,69127.86296338378,178487.28607056552,Other,790.7293718598837,5,97,14.97279019297048,2025-03-02,0
CUST00198,25.0,Female,West,Post-Graduate,Self-Employed,,266273.07142261777,Education,804.4857514361064,4,36,42.63543711003709,2023-02-15,1
CUST00199,30.0,Male,West,Graduate,Salaried,103481.30194507232,299184.82190434047,Home,767.0499162713379,8,188,16.8725418518168,2024-12-30,1
CUST00200,,Male,West,Secondary,Salaried,27522.511350461755,102798.22758058707,Business,640.0500827892934,9,28,47.585525395904334,2024-11-23,0
CUST00201,33.0,Female,East,Graduate,Unemployed,129949.4579541561,128929.24334837425,Home,,8,120,33.88894966701369,2018-08-11,1
CUST00202,51.0,Male,North,Primary,Salaried,548395.6849281029,1234621.5713221778,Home,587.6669136388696,3,17,38.441000787624354,2024-11-01,1
CUST00203,51.0,Male,North,Primary,Salaried,49414.56797970123,143629.54463709635,Home,772.8577032642485,3,152,43.04393705512759,2021-09-15,1
CUST00204,53.0,Female,West,Secondary,Salaried,35867.73384829102,104704.20956313841,Other,724.4578968560935,11,83,24.13131418195958,2026-01-06,1
CUST00205,57.0,Female,East,Graduate,Self-Employed,33646.50617423681,113788.82743175093,Home,728.3008705205872,7,60,8.618670955004212,2022-06-12,1
CUST00206,28.0,Female,North,Graduate,Unemployed,43771.206665702775,144052.06012170098,Business,630.0057650495287,9,57,10.747401323318224,2020-07-12,0
CUST00207,38.0,Female,North,Graduate,Salaried,64510.76740877796,133737.11432285813,Other,509.3682012593673,3,72,44.54267506006086,2020-11-19,0
CUST00208,22.0,Female,East,Graduate,Self-Employed,318684.0596972739,144757.4610368003,Business,527.7633912367389,1,186,15.744845222770792,2018-01-21,1
CUST00209,35.0,Male,North,Secondary,Salaried,,161020.46104644792,Other,654.6107250322008,1,38,30.80222474887386,2025-01-18,1
CUST00210,59.0,Female,North,Post-Graduate,Unemployed,109825.72428913011,160459.37413433497,Car,608.1860594906932,0,32,50.812457772478545,2019-06-19,0
CUST00211,47.0,Male,East,Graduate,Self-Employed,125528.59144726401,100937.495858059,Car,598.9838964485895,4,54,22.551222366921234,2021-07-27,1
CUST00212,48.0,Female,East,Graduate,,106792.08707758533,195764.07428986358,Car,677.6118698982899,5,134,21.791828022495256,2025-10-28,1
CUST00213,37.0,Male,East,Secondary,Salaried,94233.77326746698,172909.47574485157,Car,731.0927863887594,8,115,32.74421531264742,2017-04-03,0
CUST00214,28.0,Female,North,Graduate,Unemployed,48185.99712926784,208624.4104914291,Other,593.90183451226,4,98,17.45372124789055,2020-12-15,0
CUST00215,53.0,,East,Graduate,Self-Employed,,69062.90073239701,Home,545.5512251475058,5,158,60.302647030964465,2024-06-01,1
CUST00216,46.0,Male,North,Secondary,Salaried,291944.20557142486,176032.1841595913,Education,595.8023059617818,5,183,9.507879208487218,2023-07-02,1
CUST00217,52.0,Male,South,Primary,Self-Employed,35968.713981706525,60306.902292831444,Education,566.4828829958453,2,51,59.132571015334214,2023-11-15,0
CUST00218,37.0,Male,East,Graduate,Salaried,53400.89822331623,149076.45181426714,Car,697.426609274079,11,30,8.823065741382349,2016-09-11,1
CUST00219,62.0,Female,East,Graduate,Self-Employed,83459.25223749182,226153.25013141896,Home,649.6712996632062,3,88,70.67802077840867,2023-08-22,0
CUST00220,35.0,Female,West,Secondary,Salaried,55341.44271672122,274550.2479446145,Business,800.4391382588448,0,110,9.737656920736468,2023-02-19,1
CUST00221,,Male,East,Post-Graduate,Self-Employed,133730.16197476708,192380.41753082702,Home,708.7748095710609,3,96,37.486985055677444,2019-02-01,1
CUST00222,51.0,Male,East,Secondary,Salaried,63769.906847831095,228135.57710743247,Business,795.1084909598533,0,124,18.822047887634035,2018-09-19,1
CUST00223,28.0,Male,North,Graduate,Salaried,3618675.864783596,140154.05913435266,Education,537.6899712073907,4,79,14.738344135280371,2019-05-28,1
CUST00224,33.0,Male,South,Post-Graduate,Salaried,201658.13801304047,126173.86491323692,Home,389.77129628547067,10,126,42.964293199122906,2017-07-01,1
CUST00225,24.0,Male,South,Graduate,Salaried,112144.60329588386,625545.3331118411,Home,669.4393622748321,10,193,8.717296141224375,2021-12-16,0
CUST00226,48.0,Female,North,Graduate,Salaried,182808.01046961648,246121.39183177674,Education,659.8576192793686,7,155,48.27583797627467,2021-09-30,0
CUST00227,40.0,Male,West,Secondary,Salaried,191671.88457576776,90536.47383239842,Home,640.177166836165,7,169,43.32115957452374,2021-09-03,1
CUST00228,64.0,Male,South,Secondary,Salaried,70377.68427495168,68368.53883423953,Business,657.6637380503716,4,45,37.79111635860572,2016-11-05,1
CUST00229,58.0,Male,West,Post-Graduate,Salaried,60492.19656327766,128986.79006046036,Home,560.0779052215513,9,56,14.855995094889993,2017-06-26,0
CUST00230,63.0,Male,East,Graduate,Salaried,103454.36098612506,295355.2810289507,Business,695.054295830756,1,86,47.947506466770626,2021-09-28,1
CUST00231,28.0,Male,West,Post-Graduate,Self-Employed,165542.2411386281,166769.7799302461,Car,708.895459208187,11,181,5.253006198027943,2021-02-21,1
CUST00232,37.0,Female,East,Secondary,Salaried,107305.61307132103,53529.60202905061,Home,554.0201026397514,5,159,27.238314519320056,2018-03-20,0
CUST00233,53.0,Male,East,Secondary,Unemployed,38322.86945540423,148948.11285472065,Business,621.7090863320567,0,138,20.423402329699634,2021-05-15,1
CUST00234,29.0,Male,South,Primary,Self-Employed,,162559.47680204592,Education,626.6508920688191,6,78,32.96292687209411,2017-06-03,0
CUST00235,34.0,Male,North,Graduate,Self-Employed,94430.20619627545,48638.28759217152,Car,596.3351278271776,10,70,40.81214415609747,2023-12-19,0
CUST00236,32.0,Male,East,Secondary,,94334.34736997282,164733.29909459376,Home,557.1110087893422,3,28,15.080935371520626,2025-07-18,1
CUST00237,41.0,Male,South,Post-Graduate,Self-Employed,322392.59019162256,98058.15462613715,Business,651.000399282034,4,170,49.77104603272156,2019-01-27,0
CUST00238,39.0,Other,North,Graduate,Salaried,42976.43557417998,65005.47620299458,Home,670.8644416531439,5,32,13.417164578335877,2026-01-27,1
CUST00239,58.0,Female,East,Post-Graduate,Salaried,133699.97085493937,363034.73235287785,Business,601.1854312988564,10,160,15.257506076372632,2023-02-28,1
CUST00240,27.0,Female,North,Secondary,Salaried,2412207.7331872582,95913.20046320974,Home,562.7369121794834,0,121,44.06123493686226,2020-01-23,0
CUST00241,41.0,Male,West,Post-Graduate,Self-Employed,385721.0995463225,116582.87031331328,Car,682.8445796033099,8,118,25.389838141531257,2022-12-28,0
CUST00242,53.0,Male,West,Graduate,Salaried,77447.96311072986,115810.27340320857,Car,588.6143619811476,9,198,27.18793372718365,2019-10-06,0
CUST00243,50.0,Male,West,Graduate,Salaried,132568.88440682986,162937.07714291543,Home,625.2635589120636,3,65,11.112413433830175,2017-08-16,1
CUST00244,25.0,,South,Post-Graduate,Unemployed,138948.16297483296,393625.52947503136,Home,615.1138697473424,7,178,41.45936910104011,2017-11-19,0
CUST00245,28.0,Female,North,Graduate,Self-Employed,1110003.950094656,89492.18346675894,Other,749.6566931335728,4,73,25.154649747577906,2025-11-28,0
CUST00246,64.0,Male,West,Graduate,Salaried,930314.4927856802,139608.62384211444,Home,592.2855628757105,10,118,12.599008660891947,2025-07-19,1
CUST00247,41.0,Male,South,Secondary,Salaried,128230.567835353,172893.476232929,Home,788.0421263207188,7,79,41.231879266069896,2023-01-10,1
CUST00248,55.0,Male,West,Primary,Self-Employed,21604.401560637332,105409.0870659698,Car,710.1841550513205,0,175,11.384706839470397,2022-05-19,0
CUST00249,57.0,Female,West,Post-Graduate,Salaried,148633.92669217932,138490.47057236044,Home,795.6718940631482,7,63,41.543675102212504,2026-06-05,0
CUST00250,28.0,Female,West,Graduate,Salaried,106479.39190810574,219092.63349789614,Education,703.1711063663739,10,134,3.395953158524765,2019-04-23,1
CUST00251,54.0,Male,South,Graduate,Salaried,86380.31230040157,111540.99903514987,Home,632.3164441838263,10,19,25.825528907671497,2019-12-28,1
CUST00252,36.0,Male,South,Graduate,Unemployed,337094.0725563641,137403.72178559125,Other,576.6106936678244,3,109,67.54185018289107,2024-12-13,0
CUST00253,53.0,Female,West,Secondary,Self-Employed,65843.73674822693,131179.64997190627,Business,621.5670887380581,1,169,29.23185874888206,2020-11-20,0
CUST00254,43.0,Male,South,Secondary,Self-Employed,77509.39288867092,154522.75707127855,Car,768.9824820178582,10,152,9.420476682316494,2022-03-07,0
CUST00255,61.0,,North,Graduate,Self-Employed,326091.0713560004,1470359.3710682956,Education,646.1648966124092,5,102,23.2785880865129,2021-12-28,1
CUST00256,50.0,Male,East,Graduate,Salaried,59919.85612619988,218224.6649048342,Business,702.8735509724087,1,39,15.034660472137828,2020-06-18,1
CUST00257,46.0,Female,West,Secondary,Salaried,70964.20189695027,428813.4054590991,Education,666.5577076052793,4,166,33.19797054907192,2016-10-28,1
CUST00258,26.0,Male,East,Graduate,Salaried,,43077.744941758196,Car,669.9728942807393,1,35,15.962923513222172,2016-11-25,0
CUST00259,35.0,,East,Primary,Salaried,163479.14199374034,149687.3898015862,Other,673.0527747171932,2,131,31.226583978008236,2021-10-12,1
CUST00260,56.0,Female,North,Graduate,Salaried,111824.00209055844,82271.65888563398,Car,689.6273189465962,10,23,44.88795940904336,2024-05-17,0
CUST00261,23.0,Male,East,Secondary,Self-Employed,45452.57672912156,134230.66768756896,Education,584.8714007127352,5,28,24.16754714192602,2022-02-22,1
CUST00262,46.0,Male,West,Graduate,Self-Employed,71732.47566044093,252820.15505391892,Education,628.0076583275044,0,88,15.575661836575334,2026-07-21,1
CUST00263,37.0,Male,North,Secondary,Self-Employed,68568.41877992432,296231.4226382671,Car,674.7450666413072,5,171,25.462485314293172,2017-05-17,1
CUST00264,37.0,Male,East,Graduate,Salaried,94246.34953784118,303263.4832808239,Home,663.0789778000158,2,96,39.98739638024344,2025-01-09,0
CUST00265,32.0,Female,West,Primary,Self-Employed,127453.4138415902,301838.15962284483,Car,613.1036317110213,6,186,41.63350936602757,2017-12-05,0
CUST00266,56.0,Male,East,Primary,,,149198.43302597658,Other,683.3280731808884,1,171,41.26013301391979,2019-02-09,1
CUST00267,44.0,Male,East,Secondary,Salaried,34009.4242009404,327507.14065732976,Car,588.3086914754225,5,149,22.230386035669426,2025-03-03,0
CUST00268,26.0,Female,East,Graduate,Self-Employed,186906.65358888553,361647.36901504005,Business,552.1595064850984,7,151,20.210554573368732,2017-07-30,1
CUST00269,56.0,Female,South,Graduate,Salaried,114868.27402901748,174451.18288942077,Home,673.5988614311315,0,122,46.996871859201825,2026-01-08,0
CUST00270,50.0,Female,South,Secondary,Salaried,226549.60998568876,293202.3607940827,Business,554.1206609983394,10,180,30.39231524760021,2017-09-04,0
CUST00271,26.0,Male,West,Graduate,Salaried,128864.79028966863,166145.38698830185,Car,672.4099201935708,10,167,39.41774589734196,2018-10-03,1
CUST00272,24.0,Male,West,Post-Graduate,Salaried,191146.1838271491,329429.0415299386,Home,,8,164,59.75943525180516,2023-03-14,1
CUST00273,27.0,Female,West,Graduate,Salaried,130604.26952034356,150116.71662166488,Business,592.0009728674561,4,179,18.642650327975872,2026-02-24,1
CUST00274,44.0,Male,West,Primary,Self-Employed,221402.02680782287,119999.12848987167,Business,623.7938469560708,4,51,51.53807611424077,2018-09-09,0
CUST00275,23.0,Female,East,Graduate,Unemployed,135043.25069241517,92967.41039523264,Home,521.4691860305871,11,196,5.618909073111792,2019-01-30,1
CUST00276,39.0,Female,East,Secondary,Self-Employed,93083.37278865992,149221.264996375,Home,620.1862181701462,4,178,47.1509615372814,2020-04-28,0
CUST00277,51.0,Female,West,Secondary,Self-Employed,385949.12230829295,169769.02184910537,Education,744.8015710361929,5,107,38.797144093509985,2025-07-27,0
CUST00278,59.0,Male,East,Post-Graduate,Salaried,168286.35027726545,101424.87638707603,Home,548.3753018493155,1,125,32.59027728997422,2016-10-24,1
CUST00279,26.0,Male,East,Secondary,Self-Employed,139280.707288001,143622.81050399283,Car,622.3701403582919,5,167,53.66213216088783,2017-07-06,0
CUST00280,32.0,Female,West,Graduate,Salaried,45899.860190114705,125082.06805452364,Other,786.211573549776,10,98,36.547898967661084,2025-10-15,1
CUST00281,22.0,Male,West,Graduate,Salaried,45570.48055021192,94988.60602727799,Education,565.0511309591385,3,149,25.834667198728,2026-03-17,1
CUST00282,31.0,Male,South,Graduate,Salaried,117668.81316602459,273195.3349034096,Home,761.7778681387098,7,46,18.51022572192372,2023-03-08,1
CUST00283,62.0,Female,South,Graduate,Salaried,107722.38836581534,298328.8861007439,Other,,10,115,7.159692236894764,2018-04-03,1
CUST00284,47.0,Female,North,Primary,Salaried,68290.53533013132,272587.88071918016,Education,658.1529668706332,8,33,28.37349767764871,2017-09-01,1
CUST00285,54.0,Male,East,Secondary,Salaried,107429.44868211183,156048.49521559564,Car,753.3185785127507,8,128,3.0396540925930986,2023-12-28,0
CUST00286,48.0,Male,North,Graduate,Salaried,256062.3265271713,160943.49140648867,Other,611.1921648559185,7,21,39.2907840947582,2024-06-14,1
CUST00287,33.0,Male,South,Primary,Unemployed,149827.73574014963,95646.39858340517,Home,700.4820538722788,2,18,11.87646813212447,2018-05-13,1
CUST00288,23.0,Female,East,Secondary,Salaried,49781.31013856898,200248.91518662375,Home,720.767768538047,9,156,37.848809511924756,2025-04-10,1
CUST00289,22.0,Female,South,Primary,Salaried,92327.25866582501,177161.29239677745,Car,597.9348794206346,10,189,24.543220114118885,2018-01-20,0
CUST00290,22.0,Male,East,Primary,Salaried,60901.927989957716,674666.4491146716,Education,589.0855866320964,10,54,46.52470733023034,2022-09-15,1
CUST00291,54.0,Male,North,Secondary,Self-Employed,78227.7755987919,280281.905496616,Other,,3,61,7.66092694240153,2024-10-15,1
CUST00292,43.0,Female,North,Secondary,Salaried,77020.78508837163,190540.95994763632,Car,634.2147727071008,0,193,22.412089292740177,2022-05-11,1
CUST00293,33.0,Male,West,Graduate,Salaried,74117.92244835585,159403.7139301804,Education,563.6841616727049,8,108,31.07622581436636,2021-01-27,1
CUST00294,60.0,,South,Graduate,Salaried,46486.57205287199,268512.64009814686,Business,598.6719601065574,4,43,20.752717906493064,2020-01-05,1
CUST00295,,Other,North,Post-Graduate,Salaried,91437.15558545009,102963.58539111662,Business,372.64766745022735,5,187,22.279424621920295,2017-02-10,1
CUST00296,42.0,Male,East,Secondary,,70518.85627217889,287741.82209514634,Education,623.2581853364475,2,100,38.059583744855516,2017-08-23,1
CUST00297,41.0,Female,West,Secondary,Salaried,17023.1725491359,94506.9116424975,Home,721.5515344241054,10,40,12.725747782556587,2018-05-06,0
CUST00298,57.0,Male,North,Secondary,Salaried,338332.0926371914,122913.73801832765,Home,516.6648692180361,9,118,19.940635350034853,2019-02-03,0
CUST00299,47.0,Male,East,Graduate,Salaried,189711.88253646545,64919.949925226494,Business,612.9484374765173,7,41,51.15197253188626,2019-09-25,1
CUST00300,52.0,Female,North,Graduate,Salaried,78764.64952054789,221247.68765186306,Home,845.3866246274578,6,18,28.601412341540478,2023-06-29,1
CUST00301,22.0,Male,North,Primary,Self-Employed,99836.7299182659,184418.79556400626,Home,648.1951966933173,0,159,10.028122412451781,2024-06-23,1
CUST00302,59.0,Other,East,Post-Graduate,Salaried,48874.32036470323,122916.24747839596,Education,758.5435494246376,9,127,66.73432176742485,2020-09-26,1
CUST00303,35.0,Female,East,Primary,Salaried,273056.4219674725,102276.02906702661,Education,569.0467742647043,11,87,21.927688100727952,2018-03-10,1
CUST00304,47.0,Male,East,Graduate,Salaried,308159.63306546846,324279.5117152355,Home,685.905472461778,4,163,25.877916834701907,2020-12-06,0
CUST00305,63.0,Male,East,Graduate,Unemployed,108446.93315250882,1217901.1579835843,Education,555.4225415966649,9,77,62.52497587976844,2024-07-12,1
CUST00306,28.0,Male,West,Post-Graduate,Salaried,182429.3742167241,110896.46671588563,Other,682.0851691955427,8,106,3.23531017045897,2024-12-11,1
CUST00307,33.0,Male,East,Graduate,Salaried,,425477.13203764876,Business,717.3798587807827,11,85,25.325194201438826,2021-12-12,1
CUST00308,45.0,Male,South,Post-Graduate,Self-Employed,44265.671090342665,117180.23990641769,Other,698.398067642374,10,87,59.69323207913993,2023-06-18,1
CUST00309,40.0,Male,West,Secondary,Salaried,77103.65609701037,287595.00468960806,Other,622.4050139414786,11,48,1.7082749259269088,2022-02-02,0
CUST00310,30.0,Male,South,Post-Graduate,Salaried,106847.38427091939,91537.56541504482,Home,671.9946852814313,5,72,8.003746781794412,2021-09-23,1
CUST00311,56.0,Female,South,Primary,Salaried,75152.25254775521,136288.17883362927,Home,,7,52,28.089936600992253,2017-11-18,1
CUST00312,25.0,Female,North,Post-Graduate,Self-Employed,,209220.8376753407,Other,703.2791724364122,9,61,29.730468935588977,2018-04-10,1
CUST00313,63.0,Female,North,Graduate,,934479.864181751,158115.57393328633,Other,640.098644143473,0,79,14.657918754870034,2017-10-28,0
CUST00314,53.0,Male,West,Post-Graduate,Self-Employed,94039.75536717474,183851.10752071984,Car,724.4911040188188,9,26,40.9463424195691,2022-12-15,1
CUST00315,,Male,West,Graduate,Unemployed,101860.0503045813,124316.0729655976,Car,764.7684319436846,10,136,14.181114095373745,2025-07-07,1
CUST00316,49.0,Female,East,Graduate,Salaried,52241.7341988849,73211.07044121623,Business,624.5706042636,6,50,13.25414391379613,2024-10-11,1
CUST00317,49.0,Male,South,Graduate,Salaried,,338672.27968304034,Other,653.7151782353568,2,191,34.44420881211604,2019-06-10,1
CUST00318,61.0,Male,North,Graduate,Salaried,45672.39930911504,128166.54260821681,Education,577.614817295063,8,166,21.549284817730893,2017-10-10,0
CUST00319,50.0,Female,North,Primary,Salaried,177493.51105836747,188058.09833469024,Car,677.2205859059414,5,15,14.410535621579967,2018-01-13,1
CUST00320,63.0,Female,South,Primary,Salaried,27906.414028867952,231186.20471586374,Home,677.7310182224635,4,35,43.58588120814235,2022-10-12,1
CUST00321,26.0,Male,East,Secondary,Unemployed,197235.59482241233,189923.96790938248,Other,654.6389108026962,7,143,19.235727673330576,2023-04-04,1
CUST00322,26.0,Male,East,Secondary,Self-Employed,,114199.74765560463,Education,,7,124,10.289932840027928,2022-09-30,1
CUST00323,58.0,Female,East,Post-Graduate,Self-Employed,82346.5341429878,290652.15309852804,Education,,11,60,19.04657759332956,2020-07-13,1
CUST00324,62.0,Female,South,Secondary,Salaried,20704.73604034504,210415.53391449194,Education,419.0621756749219,11,42,27.819542521843875,2019-12-01,1
CUST00325,49.0,Female,West,Post-Graduate,Self-Employed,79476.2618378205,179761.60316316606,Home,610.2674497632423,2,25,5.274181703537225,2022-12-23,1
CUST00326,62.0,Female,East,Secondary,Unemployed,94986.44756795073,177689.40720117473,Car,622.5021057526336,1,114,33.814675954201306,2019-05-09,1
CUST00327,30.0,Female,East,Secondary,Self-Employed,53832.953005725125,377426.5171355258,Education,766.5530090363441,1,98,26.264740348927667,2017-11-28,1
CUST00328,50.0,Male,East,Graduate,Salaried,72465.72451292655,112980.3162872943,Car,688.0231047454864,4,142,18.958890944313442,2022-04-19,1
CUST00329,35.0,Male,South,Graduate,Self-Employed,247240.57249595932,200311.2957422466,Business,,9,158,41.621714350597095,2021-10-09,1
CUST00330,59.0,Female,North,Graduate,Salaried,147113.00286009,124952.03894284036,Home,750.78849527225,11,140,15.805369561363431,2017-07-06,0
CUST00331,61.0,Female,South,Graduate,Salaried,56684.80879736433,61811.6475166171,Car,635.6034638557376,6,12,30.619928482658338,2020-07-01,1
CUST00332,55.0,Female,West,Graduate,Salaried,37852.053016101636,61000.219259593825,Car,702.1861228662585,7,192,22.100948926709414,2018-10-25,1
CUST00333,58.0,Male,North,Secondary,Self-Employed,,97995.98745832314,Education,607.5387289477314,9,76,2.758535551508797,2023-11-05,1
CUST00334,63.0,Male,North,Post-Graduate,Self-Employed,86848.97176466108,117099.3989750244,Education,565.7354939323629,7,123,53.69502213534969,2019-01-08,1
CUST00335,35.0,Female,North,Post-Graduate,Salaried,132948.81884378707,482373.92712226015,Home,793.533358984239,11,38,6.249207466671704,2020-10-10,1
CUST00336,39.0,Female,North,Graduate,Salaried,71597.10881533794,230774.01419931315,Car,679.5225383811304,7,148,49.664692118720374,2023-01-15,0
CUST00337,,Female,West,Secondary,Salaried,134174.9393760034,241390.56694440162,Other,701.5730075899681,9,109,56.01778037479068,2022-03-18,1
CUST00338,55.0,Female,East,Graduate,Salaried,315240.9115393882,118356.99847114872,Education,563.5860252187733,11,145,25.59162953907526,2025-11-01,0
CUST00339,49.0,Female,South,Primary,Salaried,1610226.9768929654,167822.74041148552,Education,690.828211668951,10,91,30.48426524874241,2017-04-13,1
CUST00340,57.0,Female,North,Primary,Salaried,95908.21272224982,515594.81428933213,Business,792.2586197497471,2,154,13.318749124137828,2021-06-18,1
CUST00341,58.0,Female,South,Secondary,Self-Employed,88442.66052717624,88680.1329652041,Home,627.8039945292484,10,159,20.88738912502645,2025-05-29,1
CUST00342,44.0,Female,South,Graduate,Salaried,79697.70903361496,204458.31574164942,Car,549.5360447057117,1,68,18.025936663920774,2020-03-06,1
CUST00343,63.0,Female,North,Post-Graduate,Salaried,200462.91528941473,364268.9995561035,Car,664.7180954923289,3,6,4.21555332226711,2022-09-02,1
CUST00344,38.0,Male,South,Graduate,Salaried,67752.1811574222,263806.60127418186,Car,567.1282475831764,0,113,38.663938988199874,2021-03-19,1
CUST00345,32.0,Male,South,Graduate,,101430.95760818796,400620.4730854853,Education,525.3761042823182,2,30,32.103352202411145,2019-01-07,1
CUST00346,,Female,East,Graduate,Self-Employed,101795.2519581933,181032.64050357073,Home,591.2187444207372,10,87,21.45847308629632,2022-12-30,1
CUST00347,,Male,East,Secondary,Self-Employed,73052.19643717595,220075.62419178218,Car,610.5921764179197,8,111,18.184410502783432,2024-04-22,1
CUST00348,36.0,Male,North,Secondary,Salaried,43326.54052079711,171937.65057059305,Other,571.0200164359234,6,73,28.64000119952676,2019-11-10,1
CUST00349,25.0,Male,South,Post-Graduate,Salaried,119824.64988896885,212494.79641113844,Business,756.1173425710848,6,101,38.2908393904147,2018-03-06,1
CUST00350,,Male,East,Primary,Salaried,95167.86553408181,102990.99063760648,Business,801.168800371158,0,34,42.488256705170066,2024-12-31,1
CUST00351,51.0,Male,East,Post-Graduate,Self-Employed,133271.58020350852,241874.48280060882,Car,699.4470412965945,6,12,48.53284534068068,2020-02-23,1
CUST00352,31.0,Male,West,Graduate,Unemployed,71670.88062534569,188551.0660075875,Education,680.7356393682448,9,42,8.975684956749921,2023-04-02,0
CUST00353,44.0,Female,East,Graduate,Self-Employed,205354.4479092768,167934.5641035661,Business,638.6361509831111,6,193,40.912725852203494,2025-10-15,1
CUST00354,,Male,North,Graduate,Self-Employed,58333.72807839785,389724.6795398046,Business,,3,85,20.0814187509053,2021-10-15,1
CUST00355,57.0,Male,North,Graduate,Self-Employed,275742.89492263,142529.9312433358,Business,778.2328184858908,6,112,47.154001986526936,2018-09-07,1
CUST00356,26.0,Male,East,Post-Graduate,Salaried,34593.39663398229,297720.6820285849,Business,644.9717202327724,7,69,15.660116849193791,2022-10-22,0
CUST00357,58.0,Female,North,Post-Graduate,Unemployed,128137.86565913481,312900.11542661116,Car,,2,71,10.176325124539167,2025-09-15,1
CUST00358,64.0,Male,East,Graduate,Salaried,131302.40927535793,249639.2593803187,Home,731.1805299202563,9,178,14.49859368713775,2025-07-12,0
CUST00359,40.0,Female,West,Secondary,,61246.73122547214,100453.49515714352,Home,644.1132648095669,1,94,43.830664665505964,2026-03-12,0
CUST00360,58.0,Female,East,Graduate,Salaried,1273425.9892712054,194763.08470633184,Education,728.1835394473183,6,99,11.4183958024522,2023-06-11,0
CUST00361,29.0,Female,South,Post-Graduate,Salaried,212715.570351907,433322.3340871727,Other,617.2201034771565,4,76,4.809606642893039,2018-03-22,1
CUST00362,28.0,Male,East,Secondary,Salaried,,65560.14421897335,Home,731.4109540362939,4,47,53.46623713304456,2024-02-05,1
CUST00363,61.0,Female,South,Graduate,Salaried,133471.98498410938,148178.1807877112,Other,728.3813773553092,4,191,12.048826447551491,2025-11-21,1
CUST00364,34.0,Male,East,Graduate,Salaried,22115.577596044677,291022.0335151258,Home,755.9862737592074,6,50,46.400900951908085,2025-09-21,1
CUST00365,58.0,Female,West,Graduate,Salaried,55304.0331968429,153635.73157847743,Home,593.2460128325206,8,129,47.94011512220575,2023-02-04,0
CUST00366,48.0,Female,South,Secondary,Salaried,262367.0663768512,244004.97867842266,Education,643.3568450896807,10,167,9.171733168201547,2025-01-16,0
CUST00367,39.0,Male,West,Graduate,Salaried,69628.60685885882,329257.53816430265,Business,805.8216063148999,7,43,30.285496158509336,2019-10-22,1
CUST00368,45.0,Male,West,Post-Graduate,Salaried,48809.09860835101,182773.5331292012,Education,630.2870336716438,5,55,24.349246828773033,2021-02-14,0
CUST00369,62.0,Male,North,Secondary,Salaried,,209922.82883588594,Home,714.8820638425981,6,8,22.360518615635776,2017-10-21,0
CUST00370,23.0,Female,North,Secondary,Self-Employed,341377.3705579209,170405.3801944673,Business,,8,125,79.14225730120393,2022-10-14,1
CUST00371,37.0,Male,North,Post-Graduate,Self-Employed,,1511094.0496975495,Business,502.07670433060304,10,84,44.34723591758304,2018-10-21,1
CUST00372,35.0,Female,North,Secondary,Self-Employed,52533.90517641407,465701.99714833143,Business,627.635548962274,5,81,17.340115317151167,2022-07-02,1
CUST00373,38.0,Male,North,Post-Graduate,Self-Employed,,157633.14633236176,Other,,0,183,54.691504440628606,2026-01-13,1
CUST00374,27.0,Female,East,Graduate,Salaried,300926.5235494269,136410.36087859483,Home,506.0897072580883,3,137,38.77569484568002,2024-07-03,1
CUST00375,56.0,Female,North,Secondary,Self-Employed,92775.81452141258,273998.281789658,Car,613.5223025615566,7,59,30.789571704415902,2025-01-29,1
CUST00376,38.0,Female,South,Post-Graduate,Salaried,46937.320228664335,106781.3787335665,Education,572.2894978356748,6,24,0.7263757171461416,2025-06-17,1
CUST00377,59.0,Female,West,Graduate,Salaried,347147.86812509585,119687.4776196697,Other,718.6148374680675,2,156,13.82591955456103,2024-08-06,0
CUST00378,,Male,North,Graduate,Self-Employed,256957.3598289599,120069.65996211235,Education,,9,168,24.30689510667672,2022-04-15,1
CUST00379,27.0,Male,West,Secondary,Salaried,148355.7215156373,143209.33769799126,Car,,2,38,15.654616733559127,2025-04-18,0
CUST00380,59.0,,South,Graduate,Self-Employed,60630.817999514555,146371.07232327905,Business,705.1917930606356,10,126,8.897941878799754,2025-11-15,1
CUST00381,42.0,Male,North,Secondary,Self-Employed,95854.08780435745,230856.08687856104,Car,565.6942735818369,2,113,38.934270464765206,2021-02-21,0
