customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,city,state,account_type,kyc_verified,total_paid_on_time,avg_emi,avg_outstanding,avg_repo_rate,avg_inflation,avg_gdp_growth,income_was_missing,join_year,join_month,join_day,join_weekday,customer_tenure_days,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,repay_bin,good_credit,transaction_qbin,transaction_kmeans_bin,debt_to_income,avg_monthly_trans,spending_pct
CUST00297,-0.152639265334278,Female,West,Secondary,Salaried,-0.7045446095255987,-0.6947106376088138,Home,0.9293624062481952,1.3005255696919145,-1.07920490858972,-0.944702177936758,2018-05-06,0,Madhyamgram,Bihar,Current,True,5,30258.675000000003,236175.33166666667,6.52,4.820833333333334,6.12,0,2018,5,6,6,3034,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Very Low,High,1,0,2,5.551336569793779,6.666666666666667,12.725747782556589
CUST00298,1.1740384614029027,Male,North,Secondary,Salaried,1.14627532314643,-0.5199601234382053,Home,-1.7536208531957143,1.0111984129195197,0.31910045469928594,-0.5002788644789614,2019-02-03,0,Sambalpur,Gujarat,Current,False,3,35394.04833333333,278348.43,6.52,4.820833333333334,6.12,0,2019,2,3,6,2761,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,High,0,2,0,0.3632920949596058,19.666666666666668,19.940635350034853
CUST00299,0.34486488219216477,Male,East,Graduate,Salaried,0.26436126806968424,-0.8767210003446659,Business,-0.4927911084331078,0.4325440993747302,-1.0612779167526816,1.4222799776479595,2019-09-25,1,Mango,Uttarakhand,Current,True,3,36543.35666666667,272499.38166666665,6.52,4.820833333333334,6.12,0,2019,9,25,2,2527,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,High,0,0,2,0.34220106224335073,6.833333333333333,51.15197253188626
CUST00300,0.7594516717975337,Female,North,Graduate,Salaried,-0.3940009028779836,0.08496166654069563,Home,2.5509783060099274,0.14321694260233545,-1.4735987290045678,0.03320847980536436,2023-06-29,1,Narasaraopet,Maharashtra,Current,False,4,38167.791666666664,313198.7316666667,6.52,4.820833333333334,6.12,0,2023,6,29,3,1154,2.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Very Low,High,1,0,2,2.8089362431289966,3.0,28.60141234154048
CUST00301,-1.72806906583468,Male,North,Primary,Self-Employed,-0.26895893274579413,-0.14159894053094713,Home,-0.031236107607590935,-1.5927459980320333,1.054107120017866,-1.1108707556501358,2024-06-23,1,Akola,Uttarakhand,NRI,False,2,34320.291666666664,187608.88166666668,6.52,4.820833333333334,6.12,0,2024,6,23,6,794,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Very Low,None,0,3,1,1.8471853848738773,26.5,10.02812241245178
CUST00302,1.3398731772450503,Other,East,Post-Graduate,Salaried,-0.5713704636903653,-0.5199446859714701,Education,1.4137714666411887,1.0111984129195197,0.48044338123263275,2.3821229708957525,2020-09-26,1,Madhyamgram,Arunachal Pradesh,NRI,True,5,26207.463333333333,246100.47666666668,6.52,4.820833333333334,6.12,0,2020,9,26,5,2160,3.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,1,2,0,2.5148939497727283,21.166666666666668,66.73432176742485
CUST00303,-0.6501434128607207,Female,East,Primary,Salaried,0.7589287342863404,-0.6469172922126716,Education,-1.067681755125861,1.5898527264643094,-0.23663629224890875,-0.3778802048714198,2018-03-10,1,Mango,Chhattisgarh,Current,True,5,20176.553333333333,341967.04333333333,6.52,4.820833333333334,6.12,0,2018,3,10,5,3091,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,1,3,0.37455868560573335,14.5,21.927688100727952
CUST00304,0.34486488219216477,Male,East,Graduate,Salaried,0.9672315971652663,0.7187834103990447,Home,0.46257855082336863,-0.4354373709424541,1.1258150873660202,-0.13455364898962008,2020-12-06,0,Visakhapatnam,Bihar,NRI,True,1,27488.353333333333,215711.19666666666,6.52,4.820833333333334,6.12,0,2020,12,6,6,2089,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,Medium,0,3,1,1.0523067417451164,27.166666666666668,25.877916834701907
CUST00305,1.6715426089293453,Male,East,Graduate,Unemployed,-0.2178658866237379,6.216083252814687,Education,-1.2460905751159455,1.0111984129195197,-0.4159062106192941,2.12283529255206,2024-07-12,1,Mathura,Uttarakhand,Current,True,3,29313.66,243950.9833333333,6.52,4.820833333333334,6.12,0,2024,7,12,4,775,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,1,3,11.23028464056449,12.833333333333334,62.52497587976844
CUST00306,-1.2305649183082372,Male,West,Post-Graduate,Salaried,0.2211467790103537,-0.5938868729893708,Other,0.4125518216606908,0.721871256147125,0.10397655265482347,-1.5292950340673093,2024-12-11,1,Mehsana,Jharkhand,Savings,False,4,29343.016666666666,252452.12166666667,6.52,4.820833333333334,6.12,0,2024,12,11,2,623,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Very Low,High,0,2,0,0.6078837868530741,17.666666666666668,3.23531017045897
CUST00307,-0.8159781287028683,Male,East,Graduate,Salaried,-0.5292231794643623,1.3413216675846629,Business,0.8747344688780028,1.5898527264643094,-0.2724902759229858,-0.1686003090103742,2021-12-12,1,Gandhinagar,Goa,Savings,False,4,32063.74166666667,273893.715,6.52,4.820833333333334,6.12,1,2021,12,12,6,1718,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,High,1,1,3,4.100797006220568,14.166666666666666,25.325194201438823
CUST00308,0.17903016635001717,Male,South,Post-Graduate,Self-Employed,-0.5987182420794767,-0.5552309322852284,Other,0.6261686200103403,1.3005255696919145,-0.23663629224890875,1.9484052753177425,2023-06-18,1,Pali,Madhya Pradesh,Savings,True,4,29268.850000000002,334776.9116666667,6.52,4.820833333333334,6.12,0,2023,6,18,6,1165,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Very Low,High,0,1,3,2.647143709254027,14.5,59.69323207913993
CUST00309,-0.23555662325535176,Male,West,Secondary,Salaried,-0.40385725716933457,0.4931110181363821,Other,-0.36895759139272694,1.5898527264643094,-0.9357889738934118,-1.6233574926703858,2022-02-02,0,Surendranagar Dudhrej,Rajasthan,Current,False,3,28376.559999999998,152556.79666666666,6.52,4.820833333333334,6.12,0,2022,2,2,2,1666,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Very Low,High,0,0,2,3.729930450993337,8.0,1.7082749259269088
CUST00310,-1.0647302024660896,Male,South,Post-Graduate,Salaried,-0.227357628288616,-0.7129771899203178,Home,0.2804173101539514,-0.14611021417005934,-0.5055411698044868,-1.2355684334788726,2021-09-23,1,Jabalpur,Madhya Pradesh,Current,True,5,26325.97,275863.515,6.52,4.820833333333334,6.12,0,2021,9,23,3,1798,3.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Very Low,Medium,0,1,3,0.8567051906273732,12.0,8.003746781794412
CUST00311,1.091121103481829,Female,South,Primary,Salaried,-0.4154369085239411,-0.4376844627115667,Home,-0.3982311705139781,0.4325440993747302,-0.8640810065452575,0.001702549707111498,2017-11-18,1,Tirunelveli,Maharashtra,Current,False,6,30723.210000000003,297748.5966666667,6.52,4.820833333333334,6.12,0,2017,11,18,5,3203,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Very Low,High,0,1,2,1.8134701322078723,8.666666666666666,28.089936600992253
CUST00312,-1.4793169920714586,Female,North,Post-Graduate,Self-Employed,0.336220691253907,0.010975991779143601,Other,0.6900865057196142,1.0111984129195197,-0.7027380800119107,0.10275621258920148,2018-04-10,1,Siwan,Assam,Current,False,5,41047.48333333333,260660.59833333336,6.52,4.820833333333334,6.12,1,2018,4,10,1,3060,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Very Low,High,1,1,3,2.0164942371146704,10.166666666666666,29.730468935588977
CUST00313,1.6715426089293453,Female,North,Graduate,Salaried,4.683823132233129,-0.30340869159214595,Other,-0.13726016207004996,-1.5927459980320333,-0.38005222694521706,-0.8256841312033361,2017-10-28,0,Kumbakonam,Odisha,Current,False,3,30229.14,173538.6366666667,6.52,4.820833333333334,6.12,0,2017,10,28,5,3224,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High,None,0,1,3,0.16920151069303627,13.166666666666666,14.657918754870034
CUST00314,0.8423690297186075,Male,West,Post-Graduate,Self-Employed,-0.3033582471463363,-0.14509119187012556,Car,0.9678559607440621,1.0111984129195197,-1.3301827943082596,0.7936326275651447,2022-12-15,1,Anantapur,Telangana,Current,True,5,26773.281666666666,332579.135,6.52,4.820833333333334,6.12,0,2022,12,15,3,1350,3.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Very Low,High,1,0,2,1.9550152144449249,4.333333333333333,40.9463424195691
CUST00315,0.0,Male,West,Graduate,Unemployed,-0.2569525260437346,-0.5113333676777186,Car,1.4952860716732463,1.3005255696919145,0.6417863077659796,-0.8550543888357113,2025-07-07,1,Gorakhpur,Goa,Current,True,5,27264.175,228201.39333333334,6.52,4.820833333333334,6.12,0,2025,7,7,0,415,2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Very Low,High,1,2,0,1.2204475861369197,22.666666666666668,14.181114095373744
CUST00316,0.5106995980343123,Female,East,Graduate,Salaried,-0.5513881908378915,-0.825716444114039,Business,-0.34059926668076185,0.14321694260233545,-0.8999349902193347,-0.9121539840435807,2024-10-11,1,Bhiwani,Rajasthan,NRI,True,5,30656.39333333333,244511.035,6.52,4.820833333333334,6.12,0,2024,10,11,4,684,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,High,0,0,2,1.4013636836561072,8.333333333333334,13.25414391379613
CUST00317,0.5106995980343123,Male,South,Graduate,Salaried,-0.6367767263174812,0.8073235228859561,Other,0.04104784535165105,-1.0140916844872436,1.6277708588030992,0.39311359863458184,2019-06-10,1,Hosur,Chhattisgarh,Current,True,5,27212.751666666667,136451.315,6.52,4.820833333333334,6.12,1,2019,6,10,0,2634,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Very Low,Low,0,3,1,3.2641619632126666,31.833333333333332,34.44420881211604
CUST00318,1.5057078930871979,Male,North,Graduate,Salaried,-0.5903707004701112,-0.48764640099781753,Education,-0.9554835503596951,0.721871256147125,1.1795960628771358,-0.4011891253888937,2017-10-10,0,Madanapalle,Kerala,NRI,True,4,29001.271666666667,192646.69333333333,6.52,4.820833333333334,6.12,0,2017,10,10,1,3242,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,3,1,2.806152914977769,27.666666666666668,21.549284817730893
CUST00319,0.5936169559553861,Female,North,Primary,Salaried,0.1918573096283632,-0.1192110108838443,Car,0.3488502844374472,-0.14611021417005934,-1.5273797045156834,-0.8409224603889383,2018-01-13,1,Buxar,Punjab,NRI,True,4,21361.469999999998,267559.51666666666,6.52,4.820833333333334,6.12,0,2018,1,13,5,3147,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,Medium,0,0,2,1.0595150081731206,2.5,14.410535621579967
CUST00320,1.6715426089293453,Female,South,Primary,Salaried,-0.6957942637278781,0.14610052605459062,Home,0.355534376635104,-0.4354373709424541,-1.1688398677749128,0.9562231826426526,2022-10-12,1,Amritsar,Haryana,Savings,True,4,26382.343333333334,171002.35,6.52,4.820833333333334,6.12,0,2022,10,12,2,1414,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Very Low,Medium,0,0,2,8.284042529942774,5.833333333333333,43.58588120814235
CUST00321,-1.3963996341503848,Male,East,Secondary,Unemployed,0.3090070642694957,-0.10773272523380797,Other,0.05314408895970613,0.4325440993747302,0.7672752506252494,-0.5436998329185636,2023-04-04,1,Bangalore,Sikkim,Savings,True,4,31928.328333333335,271714.5366666667,6.52,4.820833333333334,6.12,0,2023,4,4,1,1240,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Very Low,High,0,2,0,0.9629245935846033,23.833333333333332,19.235727673330576
CUST00322,-1.3963996341503848,Male,East,Secondary,Self-Employed,-0.6487863775418202,-0.5735660516829465,Education,-0.02627865276358399,0.4325440993747302,0.42666240572151715,-1.0947437326531768,2022-09-30,1,Guntakal,Kerala,NRI,True,5,28017.001666666667,175839.85333333336,6.52,4.820833333333334,6.12,1,2022,9,30,4,1426,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,2,0,1.1006701607075065,20.666666666666668,10.289932840027928
CUST00323,1.2569558193239765,Female,East,Post-Graduate,Self-Employed,-0.3727459578738546,0.5119177038705258,Education,-0.0015715913035006606,1.5898527264643094,-0.7206650718489492,-0.5553511170873953,2020-07-13,1,Madanapalle,Telangana,Savings,True,4,30120.453333333335,205651.92833333334,6.52,4.820833333333334,6.12,0,2020,7,13,0,2235,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,1,3,3.5295793143464533,10.0,19.04657759332956
CUST00324,1.5886252510082715,Female,South,Secondary,Salaried,-0.7045446095255987,0.018325414742034314,Education,-3.0317244944914106,1.5898527264643094,-1.043350924915643,-0.014953209855402839,2019-12-01,1,Tiruvottiyur,Madhya Pradesh,Current,True,4,27002.208333333332,285490.75833333336,6.52,4.820833333333334,6.12,0,2019,12,1,6,2460,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,0,2,10.16218566219999,7.0,27.819542521843875
CUST00325,0.5106995980343123,Female,West,Post-Graduate,Self-Employed,-0.3897781871117826,-0.1702486304283983,Home,-0.5278985428103372,-1.0140916844872436,-1.3481097861452982,-1.4037044362969657,2022-12-23,1,Kakinada,Mizoram,NRI,True,4,19399.15166666667,91405.00833333335,6.52,4.820833333333334,6.12,0,2022,12,23,4,1342,3.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Very Low,Low,0,0,2,2.261799148666993,4.166666666666667,5.274181703537225
CUST00326,1.5886252510082715,Female,East,Secondary,Unemployed,-0.2977405646176276,-0.18299617586094083,Car,-0.3676861777372997,-1.3034188412596384,0.24739248735113178,0.3543355752727002,2019-05-09,1,Ratlam,Odisha,Current,False,5,32539.575,367177.0233333334,6.52,4.820833333333334,6.12,0,2019,5,9,3,2666,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,Low,0,2,0,1.870661984827647,19.0,33.814675954201306
CUST00327,-1.0647302024660896,Female,East,Secondary,Self-Employed,-0.5419458799334474,1.0457282933278207,Education,1.5186550423184406,-1.3034188412596384,-0.03943938204148483,-0.11072605828806623,2017-11-28,1,Udupi,Maharashtra,Current,True,5,26227.605,167956.50166666668,6.52,4.820833333333334,6.12,0,2017,11,28,1,3193,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,Low,1,2,3,7.010938191653645,16.333333333333332,26.264740348927667
CUST00328,0.5936169559553861,Male,East,Graduate,Salaried,-0.4313787971248746,-0.5810676379491727,Car,0.4903088668062721,-0.4354373709424541,0.7493482587882109,-0.5607524474251563,2022-04-19,1,Vellore,Madhya Pradesh,NRI,True,4,23430.743333333332,217782.34166666667,6.52,4.820833333333334,6.12,0,2022,4,19,1,1590,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,Medium,0,2,0,1.559064757606658,23.666666666666668,18.95889094431344
CUST00329,-0.6501434128607207,Male,South,Graduate,Self-Employed,0.6057371833038551,-0.043832912715640555,Business,0.2650763191952886,1.0111984129195197,1.0361801281808274,0.835234250403567,2021-10-09,1,Korba,Mizoram,Savings,False,4,34894.12,284816.3416666667,6.52,4.820833333333334,6.12,0,2021,10,9,5,1782,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Very Low,High,0,3,1,0.810184524067126,26.333333333333332,41.621714350597095
CUST00330,1.3398731772450503,Female,North,Graduate,Salaried,0.011579020677779018,-0.5074210903945109,Home,1.312219320990274,1.5898527264643094,0.7134942751141338,-0.7550033500155211,2017-07-06,0,Kottayam,Goa,Savings,True,3,33721.9,243670.3966666667,6.52,4.820833333333334,6.12,0,2017,7,6,3,3338,2.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Very Low,High,1,2,0,0.849355170232664,23.333333333333332,15.805369561363433
CUST00331,1.5057078930871979,Female,South,Graduate,Salaried,-0.5250229345009652,-0.8958423705715209,Car,-0.1961243807250143,0.14321694260233545,-1.5811606800267992,0.15754522425406353,2020-07-01,1,Thane,Punjab,Current,False,2,27701.76,321526.77999999997,6.52,4.820833333333334,6.12,0,2020,7,1,2,2247,2.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Very Low,High,0,0,2,1.0904254314792647,2.0,30.619928482658334
CUST00332,1.008203745560755,Female,West,Graduate,Salaried,-0.6367767263174812,-0.9008340406458668,Car,0.6757730622580055,0.4325440993747302,1.6456978506401378,-0.36720766844518304,2018-10-25,1,Bhimavaram,Odisha,Current,True,4,29022.823333333334,149272.41333333333,6.52,4.820833333333334,6.12,0,2018,10,25,3,2862,2.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Very Low,High,1,3,1,1.611500642594034,32.0,22.10094892670941
CUST00333,1.2569558193239765,Male,North,Secondary,Self-Employed,1.164346037742285,-0.673246860391006,Education,-0.5636310403857575,1.0111984129195197,-0.43383320245633267,-1.558663441259339,2023-11-05,1,Bathinda,Andhra Pradesh,Savings,True,6,40648.865,283224.6816666667,6.52,4.820833333333334,6.12,1,2023,11,5,6,1025,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,High,0,1,3,0.9444964763820978,12.666666666666666,2.758535551508797
CUST00334,1.6715426089293453,Male,North,Post-Graduate,Self-Employed,-0.34602844066694965,-0.5557282421268877,Education,-1.1110428479039693,0.4325440993747302,0.4087354138844786,1.5789269829530992,2019-01-08,1,Panihati,Tripura,Savings,False,2,26056.671666666665,286355.87,6.52,4.820833333333334,6.12,0,2019,1,8,1,2787,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Very Low,High,0,2,0,1.3482951876176856,20.5,53.69502213534969
CUST00335,-0.6501434128607207,Female,North,Post-Graduate,Salaried,-0.0724714119935574,1.6913341633189745,Home,1.8719617212637731,1.5898527264643094,-1.1150588922637972,-1.3436447089198975,2020-10-10,1,Gangtok,Manipur,NRI,True,5,13760.35,256083.63,6.52,4.820833333333334,6.12,0,2020,10,10,5,2146,3.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Very Low,High,1,0,2,3.6282405746565045,6.333333333333333,6.249207466671704
CUST00336,-0.31847398117642556,Female,North,Graduate,Salaried,-0.4365331727756997,0.1435648501663208,Car,0.378994266471396,0.4325440993747302,0.8569102098104421,1.330666340834061,2023-01-15,0,Meerut,Manipur,NRI,True,3,28215.728333333333,291040.38333333336,6.52,4.820833333333334,6.12,0,2023,1,15,6,1319,2.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,High,0,2,1,3.223185891606625,24.666666666666668,49.66469211872037
CUST00337,0.0,Female,West,Secondary,Salaried,-0.06519559849654447,0.20887478751652483,Other,0.6677443405218106,1.0111984129195197,0.15775752816593908,1.722004460388353,2022-03-18,1,Secunderabad,Telangana,Current,False,4,16922.565,235604.39333333334,6.52,4.820833333333334,6.12,0,2022,3,18,4,1622,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Very Low,High,1,2,0,1.7990600108112447,18.166666666666668,56.01778037479068
CUST00338,1.008203745560755,Female,East,Graduate,Salaried,1.0092519859793425,-0.5479918566658419,Education,-1.139190060751907,1.5898527264643094,0.8031292342993265,-0.1521884003746283,2025-11-01,0,Gorakhpur,Manipur,NRI,False,5,28737.135,206396.34166666667,6.52,4.820833333333334,6.12,0,2025,11,1,5,298,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,High,0,2,0,0.3754481689734345,24.166666666666668,25.59162953907526
CUST00339,0.5106995980343123,Female,South,Primary,Salaried,6.695133380197381,-0.24369303343441803,Education,0.5270416376239148,1.3005255696919145,-0.1649283249007546,0.1491886277905114,2017-04-13,1,Howrah,Maharashtra,Savings,False,2,23526.065,311318.5966666667,6.52,4.820833333333334,6.12,0,2017,4,13,3,3422,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Very High,High,0,1,3,0.10422296893344872,15.166666666666666,30.48426524874241
CUST00340,1.1740384614029027,Female,North,Primary,Salaried,-0.292270799472595,1.8956993759915548,Business,1.8552690584061964,-1.0140916844872436,0.9644721608326733,-0.9081744263057557,2021-06-18,1,Baranagar,Nagaland,Savings,False,2,25819.26,229813.8866666667,6.52,4.820833333333334,6.12,0,2021,6,18,4,1895,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,Low,1,3,1,5.375863273765775,25.666666666666668,13.318749124137828
CUST00341,1.2569558193239765,Female,South,Secondary,Self-Employed,-0.3365714730168069,-0.730555281299167,Home,-0.2982581414286216,1.3005255696919145,1.054107120017866,-0.44196063764933596,2025-05-29,1,Bulandshahr,Chhattisgarh,Current,True,5,24091.061666666665,235809.32833333334,6.52,4.820833333333334,6.12,0,2025,5,29,3,454,1.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Very Low,High,0,3,1,1.0026737070426341,26.5,20.88738912502645
CUST00342,0.09611280842894337,Female,South,Graduate,Salaried,-0.38846411687667726,-0.01832165469675655,Car,-1.3231740329354755,-1.3034188412596384,-0.5772491371526409,-0.6182206517067738,2020-03-06,1,Bhatpara,Goa,Current,False,6,21815.686666666665,233676.36,6.52,4.820833333333334,6.12,0,2020,3,6,4,2364,2.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Very Low,Low,0,1,3,2.565390559280125,11.333333333333334,18.02593666392077
CUST00343,1.6715426089293453,Female,North,Post-Graduate,Salaried,0.32815802145194933,0.9647870811067607,Car,0.18513063754220926,-0.7247645277148489,-1.6887226310490304,-1.4689139254988839,2022-09-02,1,Farrukhabad,Gujarat,NRI,False,5,28351.031666666666,153308.76,6.52,4.820833333333334,6.12,0,2022,9,2,4,1454,3.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,Medium,0,0,2,1.8171300257714673,1.0,4.21555332226711
CUST00344,-0.40139133909749936,Male,South,Graduate,Salaried,-0.45934901821133095,0.34677169556845916,Car,-1.092804790654594,-1.5927459980320333,0.22946549551409323,0.6530409293398194,2021-03-19,1,Salem,Meghalaya,NRI,True,5,18701.91,304232.95666666667,6.52,4.820833333333334,6.12,0,2021,3,19,4,1986,2.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Very Low,None,0,2,0,3.8936415496305075,18.833333333333332,38.663938988199874
CUST00345,-0.898895486623942,Male,South,Graduate,Salaried,-0.25949876709415154,1.1884107483927229,Education,-1.6395475540718165,-1.0140916844872436,-1.2584748269601054,0.24892129610945077,2019-01-07,1,Kalyan-Dombivli,Madhya Pradesh,Current,True,2,32321.658333333336,273037.6533333333,6.52,4.820833333333334,6.12,0,2019,1,7,0,2788,2.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Very Low,Low,0,0,2,3.94964745364577,5.0,32.103352202411145
CUST00346,0.0,Female,East,Graduate,Self-Employed,-0.257337040184756,-0.16242957926699333,Home,-0.7773406306915508,1.3005255696919145,-0.23663629224890875,-0.4067829548432727,2022-12-30,1,Bongaigaon,Haryana,NRI,False,3,20489.488333333335,237074.29833333334,6.52,4.820833333333334,6.12,0,2022,12,30,4,1335,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Very Low,High,0,1,3,1.778382180297945,14.5,21.45847308629632
CUST00347,0.0,Male,East,Secondary,Self-Employed,-0.42789866590616005,0.07775147383631151,Car,-0.5236462593466062,0.721871256147125,0.19361151184001615,-0.6084589654843595,2024-04-22,1,Ghaziabad,Andhra Pradesh,NRI,False,3,33122.39833333333,245622.57499999998,6.52,4.820833333333334,6.12,0,2024,4,22,0,856,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,High,0,2,0,3.0125392854102153,18.5,18.184410502783432
CUST00348,-0.567226054939647,Male,North,Secondary,Salaried,-0.604291053800528,-0.21837930579176484,Other,-1.0418422222949426,0.14321694260233545,-0.48761417796744827,0.03558547985816062,2019-11-10,1,Bongaigaon,Kerala,Current,False,4,26003.111666666668,167248.81333333332,6.52,4.820833333333334,6.12,0,2019,11,10,6,2481,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Very Low,High,0,1,3,3.9683224227339515,12.166666666666666,28.64000119952676
CUST00349,-1.4793169920714586,Male,South,Post-Graduate,Salaried,-0.1503503831954663,0.031116431435605895,Business,1.3820003781446133,0.14321694260233545,0.01434159346963078,0.6300587057158674,2018-03-06,1,Bhalswa Jahangir Pur,West Bengal,NRI,False,3,29833.326666666664,327226.72500000003,6.52,4.820833333333334,6.12,0,2018,3,6,1,3095,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Very Low,High,1,2,0,1.7733665255146738,16.833333333333332,38.2908393904147
CUST00350,0.0,Male,East,Primary,Salaried,-0.296664028296854,-0.6425190570695384,Business,1.971947542200264,-1.5927459980320333,-1.1867668596119512,0.8886116067197996,2024-12-31,1,Purnia,Bihar,Current,True,3,27371.048333333336,212089.83666666667,6.52,4.820833333333334,6.12,0,2024,12,31,1,603,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,None,1,0,2,1.082192059972843,5.666666666666667,42.48825670517007
CUST00351,0.6765343138764599,Male,East,Post-Graduate,Self-Employed,-0.07055614233150329,0.21185169678363922,Car,0.6399048909923523,0.14321694260233545,-1.5811606800267992,1.2609467380379853,2020-02-23,1,Thrissur,Mizoram,Savings,False,3,24477.808333333334,277843.99666666664,6.52,4.820833333333334,6.12,0,2020,2,23,6,2376,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Very Low,High,0,0,2,1.8148855708448364,2.0,48.53284534068068
CUST00352,-0.9818128445450158,Male,West,Graduate,Unemployed,-0.43609540999720414,-0.11617841747940881,Education,0.39487977877240116,1.0111984129195197,-1.043350924915643,-1.1756988956447818,2023-04-02,0,Shahjahanpur,Uttarakhand,Current,True,2,31796.285,202864.06999999998,6.52,4.820833333333334,6.12,0,2023,4,2,6,1242,2.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Very Low,High,0,0,2,2.6307537120898323,7.0,8.975684956749921
CUST00353,0.09611280842894337,Female,East,Graduate,Self-Employed,0.35718443290298274,-0.24300512668168883,Business,-0.15641145560277417,0.14321694260233545,1.6636248424771762,0.7915619111311083,2025-10-15,1,Ranchi,Tamil Nadu,Current,False,6,25387.850000000002,335945.06666666665,6.52,4.820833333333334,6.12,0,2025,10,15,2,315,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,High,0,3,1,0.8177750617931367,32.166666666666664,40.91272585220349
CUST00354,0.0,Male,North,Graduate,Self-Employed,-0.5152382283116459,1.121383003046817,Business,-0.0175514539906651,-0.7247645277148489,-0.2724902759229858,-0.4916068754965233,2021-10-15,1,Kota,Gujarat,Current,True,5,24842.49,271423.1933333333,6.52,4.820833333333334,6.12,0,2021,10,15,4,1776,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Very Low,Medium,0,1,3,6.680834768202597,14.166666666666666,20.0814187509053
